title,url,title_clean
Best bluetooth active noise cancelling cans for under $150.00???,https://www.head-fi.org/threads/best-bluetooth-active-noise-cancelling-cans-for-under-150-00.855236/,best bluetooth active noise cancelling cans 
"Status Audio - CB-1, OB-1",https://www.head-fi.org/threads/status-audio-cb-1-ob-1.808661/,status audio cb ob
Painting HD650 or other phones,https://www.head-fi.org/threads/painting-hd650-or-other-phones.928386/,painting hd phones
Stax SR-007 with 006t amp?,https://www.head-fi.org/threads/stax-sr-007-with-006t-amp.928292/,stax sr t amp
Looking for a full sized closed headphone that has the sound signature of the HD-25,https://www.head-fi.org/threads/looking-for-a-full-sized-closed-headphone-that-has-the-sound-signature-of-the-hd-25.928026/,looking full sized closed headphone sound signature hd
Dt990 Pro,https://www.head-fi.org/threads/dt990-pro.928189/,dt pro
Headphone Experiences Of A Newbie,https://www.head-fi.org/threads/headphone-experiences-of-a-newbie.928169/,headphone experiences newbie
HE-500 Broken Headband & Fix,https://www.head-fi.org/threads/he-500-broken-headband-fix.926275/,he broken headband fix
Kingsound M-20 Electrostatic Amp-Compatible with Stax Headphones?,https://www.head-fi.org/threads/kingsound-m-20-electrostatic-amp-compatible-with-stax-headphones.928158/,kingsound m electrostatic ampcompatible stax headphones
How do you get static noise out of your headphones?,https://www.head-fi.org/threads/how-do-you-get-static-noise-out-of-your-headphones.927395/,get static noise headphones
"Does this Sundara got the ""stealth"" upgrade?",https://www.head-fi.org/threads/does-this-sundara-got-the-stealth-upgrade.928028/,sundara got stealth upgrade
If I hated the HD800's and HD700's will I like the HD650 or 600?,https://www.head-fi.org/threads/if-i-hated-the-hd800s-and-hd700s-will-i-like-the-hd650-or-600.782079/,hated hds hds like hd 
Ultimate Ears Triple Fi 10 Impressions,https://www.head-fi.org/threads/ultimate-ears-triple-fi-10-impressions.211502/,ultimate ears triple fi  impressions
Anyone know anything about the Sony DR-S3?,https://www.head-fi.org/threads/anyone-know-anything-about-the-sony-dr-s3.211346/,anyone know anything sony drs
Grado WH1 'The White Headphone',https://www.head-fi.org/threads/grado-wh1-the-white-headphone.914849/,grado wh white headphone
Most underrated and  overrated headphone? For a bit of fun :),https://www.head-fi.org/threads/most-underrated-and-overrated-headphone-for-a-bit-of-fun.684613/,underrated overrated headphone bit fun
Looking for like Grado & Koss but a step up?,https://www.head-fi.org/threads/looking-for-like-grado-koss-but-a-step-up.927776/,looking like grado koss step
What's your favorite Fostex T50rp mod?,https://www.head-fi.org/threads/whats-your-favorite-fostex-t50rp-mod.915924/,whats favorite fostex trp mod
Lucky man with Sony MDR-CD3000-Bought with 50$ only!,https://www.head-fi.org/threads/lucky-man-with-sony-mdr-cd3000-bought-with-50-only.927754/,lucky man sony mdrcdbought 
Grado PS2000e,https://www.head-fi.org/threads/grado-ps2000e.816443/,grado pse
Sennheiser locking 2.5 mm to 3.5 mm adapter?,https://www.head-fi.org/threads/sennheiser-locking-2-5-mm-to-3-5-mm-adapter.927713/,sennheiser locking  mm  mm adapter
Polk Buckle- an overlooked headphone that deserves a thread,https://www.head-fi.org/threads/polk-buckle-an-overlooked-headphone-that-deserves-a-thread.693892/,polk buckle overlooked headphone deserves thread
AudioQuest fiber cables?,https://www.head-fi.org/threads/audioquest-fiber-cables.589439/,audioquest fiber cables
Headphones for Electronic Drums,https://www.head-fi.org/threads/headphones-for-electronic-drums.927069/,headphones electronic drums
Headphone Frequency Range,https://www.head-fi.org/threads/headphone-frequency-range.224848/,headphone frequency range
HD650......still hold their own,https://www.head-fi.org/threads/hd650-still-hold-their-own.926231/,hdstill hold
Vibrolabs Thunderpants Inspired T50RP Mod,https://www.head-fi.org/threads/vibrolabs-thunderpants-inspired-t50rp-mod.909195/,vibrolabs thunderpants inspired trp mod
REVIEW: Fischer Audio FA-002W (OW model),https://www.head-fi.org/threads/review-fischer-audio-fa-002w-ow-model.519857/,review fischer audio faw ow model
Harman Kardon/AKG - Support Issue Resolved,https://www.head-fi.org/threads/harman-kardon-akg-support-issue-resolved.927304/,harman kardonakg support issue resolved
Looking for recable,https://www.head-fi.org/threads/looking-for-recable.927438/,looking recable
Technics EAH-T700,https://www.head-fi.org/threads/technics-eah-t700.859259/,technics eaht
What is DD bass?,https://www.head-fi.org/threads/what-is-dd-bass.927399/,dd bass
Vintage Cans,https://www.head-fi.org/threads/vintage-cans.155511/,vintage cans
Is it possible to repair drivers?,https://www.head-fi.org/threads/is-it-possible-to-repair-drivers.927282/,possible repair drivers
What’s the going rate for single-owner HD800S?,https://www.head-fi.org/threads/what%E2%80%99s-the-going-rate-for-single-owner-hd800s.927275/,whats going rate singleowner hds
Closed back headphones .. what to buy,https://www.head-fi.org/threads/closed-back-headphones-what-to-buy.926689/,closed back headphones buy
"Asked Periaptcables what I needed, they sent me a link, I bought it... Doesn't fit.",https://www.head-fi.org/threads/asked-periaptcables-what-i-needed-they-sent-me-a-link-i-bought-it-doesnt-fit.927217/,asked periaptcables needed sent link bought doesnt fit
Fostex T50RP Sub bass?,https://www.head-fi.org/threads/fostex-t50rp-sub-bass.665477/,fostex trp sub bass
So I fried my Denon AH-D7100 headphones. Repair? Modify?,https://www.head-fi.org/threads/so-i-fried-my-denon-ah-d7100-headphones-repair-modify.926948/,fried denon ahd headphones repair modify
Bluetooth Headphones? Which one to choose?,https://www.head-fi.org/threads/bluetooth-headphones-which-one-to-choose.926194/,bluetooth headphones one choose
V-Moda BoomPro Mic & Ultrasone,https://www.head-fi.org/threads/v-moda-boompro-mic-ultrasone.927066/,vmoda boompro mic ultrasone
danclarkaudio.com unrechable,https://www.head-fi.org/threads/danclarkaudio-com-unrechable.927018/,danclarkaudiocom unrechable
Need advice on an alternative to Fidelio L2.,https://www.head-fi.org/threads/need-advice-on-an-alternative-to-fidelio-l2.926856/,need advice alternative fidelio l
Koss PRO-4AA Review,https://www.head-fi.org/threads/koss-pro-4aa-review.38369/,koss proaa review
(RESOLVED!) No problems with Ultrasone's customer service.,https://www.head-fi.org/threads/resolved-no-problems-with-ultrasones-customer-service.927001/,resolved problems ultrasones customer service
PSA: Replace your old HD600/650 pads,https://www.head-fi.org/threads/psa-replace-your-old-hd600-650-pads.926942/,psa replace old hd pads
Mid-fi soundstage headphone if Sennheiser HD800/HD800s is out of budget?,https://www.head-fi.org/threads/mid-fi-soundstage-headphone-if-sennheiser-hd800-hd800s-is-out-of-budget.924824/,midfi soundstage headphone sennheiser hdhds budget
Most detailed Mid to Hi-Fi headphones?,https://www.head-fi.org/threads/most-detailed-mid-to-hi-fi-headphones.651351/,detailed mid hifi headphones
Grado HF-2 EQ Curve Sanity Check,https://www.head-fi.org/threads/grado-hf-2-eq-curve-sanity-check.926133/,grado hf eq curve sanity check
Group delay vs FR - how important?,https://www.head-fi.org/threads/group-delay-vs-fr-how-important.926373/,group delay vs fr important
Over Ear Headphones...$200 max.,https://www.head-fi.org/threads/over-ear-headphones-200-max.926632/,ear headphones max
Sony MDR-XB1000 Impressions and pictures,https://www.head-fi.org/threads/sony-mdr-xb1000-impressions-and-pictures.541833/,sony mdrxb impressions pictures
Spirit Torino Grande Impressions,https://www.head-fi.org/threads/spirit-torino-grande-impressions.926429/,spirit torino grande impressions
Closed Equivalent Of The HD650,https://www.head-fi.org/threads/closed-equivalent-of-the-hd650.926377/,closed equivalent hd
AKG cable type,https://www.head-fi.org/threads/akg-cable-type.926464/,akg cable type
Creative SXFI Planar,https://www.head-fi.org/threads/creative-sxfi-planar.925664/,creative sxfi planar
HE-560 Help,https://www.head-fi.org/threads/he-560-help.926365/,he help
Grado Modded RS225e,https://www.head-fi.org/threads/grado-modded-rs225e.926006/,grado modded rse
My Collection of Vintage Headphone Advertisements,https://www.head-fi.org/threads/my-collection-of-vintage-headphone-advertisements.925247/,collection vintage headphone advertisements
Flow Bluetooth hybrid ANC headphones from Cleer Audio review,https://www.head-fi.org/threads/flow-bluetooth-hybrid-anc-headphones-from-cleer-audio-review.895085/,flow bluetooth hybrid anc headphones cleer audio review
"Hifiman HE4xx vs Sennheiser HD58x / HD6xx vs Fidelio X2hr (or other)? For my purpose, which one and why?",https://www.head-fi.org/threads/hifiman-he4xx-vs-sennheiser-hd58x-hd6xx-vs-fidelio-x2hr-or-other-for-my-purpose-which-one-and-why.926204/,hifiman hexx vs sennheiser hdx hdxx vs fidelio xhr purpose one
HD650....,https://www.head-fi.org/threads/hd650.926230/,hd
Beyerdynamic DT 990 Pro vs. Beyerdynamic DT 990 2005 Edition,https://www.head-fi.org/threads/beyerdynamic-dt-990-pro-vs-beyerdynamic-dt-990-2005-edition.296437/,beyerdynamic dt  pro vs beyerdynamic dt   edition
Hifiman HE 500 or HE 560,https://www.head-fi.org/threads/hifiman-he-500-or-he-560.925785/,hifiman  
Sony XB500 leeking sound - how to fix them?,https://www.head-fi.org/threads/sony-xb500-leeking-sound-how-to-fix-them.926108/,sony xb leeking sound fix
Wireless Over ear buying advice,https://www.head-fi.org/threads/wireless-over-ear-buying-advice.924638/,wireless ear buying advice
"Why is the DT 770 3,5mm jack so weird?",https://www.head-fi.org/threads/why-is-the-dt-770-3-5mm-jack-so-weird.925900/,dt  mm jack weird
SteelSeries Arctis 7 vs HyperX Cloud Flight?,https://www.head-fi.org/threads/steelseries-arctis-7-vs-hyperx-cloud-flight.926022/,steelseries arctis  vs hyperx cloud flight
Headphone upgrade,https://www.head-fi.org/threads/headphone-upgrade.919405/,headphone upgrade
Planar Magnetic upgrade from ATH-m50x,https://www.head-fi.org/threads/planar-magnetic-upgrade-from-ath-m50x.917830/,planar magnetic upgrade athmx
"Buying new headphones, looking for suggestions",https://www.head-fi.org/threads/buying-new-headphones-looking-for-suggestions.916410/,buying new headphones looking suggestions
Closed Back Headphone Suggestions,https://www.head-fi.org/threads/closed-back-headphone-suggestions.918644/,closed back headphone suggestions
Full size headphone with iBasso DX150,https://www.head-fi.org/threads/full-size-headphone-with-ibasso-dx150.925901/,full size headphone ibasso dx
Want Specs for Sony MDR-V7,https://www.head-fi.org/threads/want-specs-for-sony-mdr-v7.25598/,want specs sony mdrv
suggestions for an open headphone with huge soundstage and much sub bass?,https://www.head-fi.org/threads/suggestions-for-an-open-headphone-with-huge-soundstage-and-much-sub-bass.551069/,suggestions open headphone huge soundstage much sub bass
Are Sennheiser HD650 headphones really this bad?,https://www.head-fi.org/threads/are-sennheiser-hd650-headphones-really-this-bad.92205/,sennheiser hd headphones really bad
Anybody tried Audeze Reveal+ plugin?,https://www.head-fi.org/threads/anybody-tried-audeze-reveal-plugin.925793/,anybody tried audeze reveal plugin
Audeze LCD-X repair cost,https://www.head-fi.org/threads/audeze-lcd-x-repair-cost.925792/,audeze lcdx repair cost
"For the price, anything to rival Audio-Technica ATH-M40X?",https://www.head-fi.org/threads/for-the-price-anything-to-rival-audio-technica-ath-m40x.925705/,price anything rival audiotechnica athmx
Telefunken TH-500 (Vintage 70s Germany 400Ω),https://www.head-fi.org/threads/telefunken-th-500-vintage-70s-germany-400%CE%A9.925700/,telefunken th vintage s germany 
Are headphones getting 3-5% cheaper / better per year?,https://www.head-fi.org/threads/are-headphones-getting-3-5-cheaper-better-per-year.925695/,headphones getting  cheaper better per year
Audeze LCD-GX pared with Burson Playmate mic not working,https://www.head-fi.org/threads/audeze-lcd-gx-pared-with-burson-playmate-mic-not-working.925629/,audeze lcdgx pared burson playmate mic working
"Grado recommendations???  So many choices, so little money:)",https://www.head-fi.org/threads/grado-recommendations-so-many-choices-so-little-money.925526/,grado recommendations many choices little money
"Florida Audio Expo - Listened to a TON of Headphones (Focal, HifiMan, Audeze, Meze, etc)!!!",https://www.head-fi.org/threads/florida-audio-expo-listened-to-a-ton-of-headphones-focal-hifiman-audeze-meze-etc.925554/,florida audio expo listened ton headphones focal hifiman audeze meze etc
Thought I'd Share This,https://www.head-fi.org/threads/thought-id-share-this.925585/,thought id share
DT-770 Pro....600 ohm Model,https://www.head-fi.org/threads/dt-770-pro-600-ohm-model.217260/,dt pro ohm model
Stax question,https://www.head-fi.org/threads/stax-question.923859/,stax question
Tribit Xfree Tune Owner's Review,https://www.head-fi.org/threads/tribit-xfree-tune-owners-review.925479/,tribit xfree tune owners review
"Sennheiser RS160 vs RS175: Compare using ""Zone 2"" hookup on Yamaha 7850?",https://www.head-fi.org/threads/sennheiser-rs160-vs-rs175-compare-using-zone-2-hookup-on-yamaha-7850.925413/,sennheiser rs vs rs compare using zone  hookup yamaha 
headphones & home made headphone stand,https://www.head-fi.org/threads/headphones-home-made-headphone-stand.924888/,headphones home made headphone stand
AudioQuest NightOwl Carbon or NightHawk Carbon?,https://www.head-fi.org/threads/audioquest-nightowl-carbon-or-nighthawk-carbon.877466/,audioquest nightowl carbon nighthawk carbon
Arya or bust,https://www.head-fi.org/threads/arya-or-bust.925224/,arya bust
headphone weights,https://www.head-fi.org/threads/headphone-weights.925169/,headphone weights
I have Sennheiser 565 Ovations.Are they still ok or are modern headphones so much better.Have just bought LG 7g thinq mobile which sounds awesome.,https://www.head-fi.org/threads/i-have-sennheiser-565-ovations-are-they-still-ok-or-are-modern-headphones-so-much-better-have-just-bought-lg-7g-thinq-mobile-which-sounds-awesome.925123/,sennheiser  ovationsare still ok modern headphones much betterhave bought lg g thinq mobile sounds awesome
